,mol_id,smiles,A,B,C,mu,alpha,homo,lumo,gap,r2,zpve,u0,u298,h298,g298,cv,u0_atom,u298_atom,h298_atom,g298_atom
95893,gdb_95894,CC1OCCC(C=O)=C1,3.16607,1.10949,0.86862,2.7529,81.75,-0.251,-0.0557,0.1953,1330.7939,0.159009,-423.056157,-423.047521,-423.046577,-423.08962,32.246,-1880.5597592851,-1892.0274862601,-1902.696394278,-1752.0471711031
95902,gdb_95903,CC1(NCCC1O)C#N,2.0786,1.59909,1.27779,3.2931,75.32,-0.2457,0.0344,0.2801,1092.166,0.15976,-419.221282,-419.212058,-419.211114,-419.25559,34.294,-1823.302073071,-1834.4001972451,-1845.069105263,-1694.959539828
95911,gdb_95912,CC1CCOC1(C)C#C,2.09422,1.52048,1.23202,1.7847,84.11,-0.245,0.0432,0.2882,1161.9205,0.180768,-387.069398,-387.059803,-387.058859,-387.103637,36.715,-2025.201838803,-2037.845517644,-2049.700417672,-1884.061259505
95921,gdb_95922,CC1OCCC1(O)C#C,2.39051,1.48608,1.19847,2.4429,77.33,-0.2425,0.0306,0.2731,1117.852,0.157064,-422.996722,-422.98722,-422.986276,-423.030811,35.551,-1843.26376187,-1854.188066051,-1864.856974069,-1715.1439943221
95939,gdb_95940,CC1CCCC1(C)C=O,1.96143,1.50843,1.18118,2.6202,85.17,-0.2449,-0.0156,0.2293,1212.3892,0.205254,-388.325715,-388.316013,-388.315069,-388.360743,36.745,-2185.7004432421,-2200.0540841081,-2213.094976146,-2031.6840067731
95948,gdb_95949,OC1COCC1(O)C=O,2.20655,1.61577,1.33316,1.7531,64.03,-0.2524,-0.0375,0.2149,1019.0553,0.13511,-496.101152,-496.092731,-496.091787,-496.134369,31.645,-1635.7854411281,-1645.6097220321,-1655.09263804,-1519.9774001601
95950,gdb_95951,CC1CCCC11CCO1,2.39653,1.5285,1.15106,1.46,84.72,-0.2343,0.0816,0.3159,1186.6947,0.207014,-388.296504,-388.28764,-388.286696,-388.331724,34.227,-2167.3702778431,-2182.2497712511,-2195.290663289,-2013.4743231021
95966,gdb_95967,OC1CCOC11COC1,2.56941,1.57476,1.18285,4.0471,70.83,-0.2392,0.0595,0.2988,1082.0824,0.159385,-460.137187,-460.128692,-460.127748,-460.170875,31.538,-1794.7309607921,-1806.286539027,-1816.955447045,-1666.1035384631
95977,gdb_95978,CC1CC[NH2+]C1C([O-])=O,2.30341,1.5419,1.09516,5.2246,74.16,-0.2394,0.0224,0.2618,1155.1475,0.173001,-440.334906,-440.326312,-440.325368,-440.368705,32.578,-1906.5304742681,-1918.9124818561,-1930.174385879,-1771.235141305
95980,gdb_95981,CC1C[NH2+]CC1C([O-])=O,2.25746,1.59343,1.23923,5.795,74.04,-0.2471,0.0278,0.2749,1095.4721,0.173492,-440.331594,-440.32314,-440.322196,-440.364919,32.14,-1904.4521644601,-1916.9220233081,-1928.1839273311,-1768.8593922311
95997,gdb_95998,CC1CCCC1C1CC1,2.28198,1.36622,0.99606,0.0869,91.64,-0.2652,0.0796,0.3448,1325.9722,0.230602,-352.363709,-352.354238,-352.353294,-352.39832,36.505,-2345.875253037,-2362.1515814791,-2376.378465527,-2178.4822072151
96001,gdb_96002,CC1CCOC1C1CO1,2.2556,1.62426,1.21237,1.3202,77.66,-0.2432,0.082,0.3253,1125.5192,0.183297,-424.211822,-424.203099,-424.202155,-424.245602,32.819,-1977.8983278561,-1991.088567036,-2002.943467064,-1836.213698255
96017,gdb_96018,OC1COCC1C1CC1,3.03859,1.15029,0.96469,1.6841,78.4,-0.2404,0.0681,0.3085,1289.855,0.183138,-424.209588,-424.200601,-424.199657,-424.243769,33.593,-1976.4964727501,-1989.521049554,-2001.375949582,-1835.063474258
96027,gdb_96028,CC1COCC1CC#N,2.68605,1.15782,0.90937,4.5702,78.68,-0.2583,0.0352,0.2935,1311.6173,0.171978,-403.172337,-403.163286,-403.162342,-403.206737,33.067,-1941.1928164101,-1953.2886798941,-1964.550583917,-1806.530640028
96030,gdb_96031,CC1OCOC1CC#C,2.90746,1.16251,0.90667,1.6207,77.34,-0.2496,0.0573,0.307,1301.3504,0.157919,-422.994168,-422.984946,-422.984002,-423.028675,33.763,-1841.6611038841,-1852.761110585,-1863.430018603,-1713.8036350981
96040,gdb_96041,CC1CCCC1OC=O,2.54395,1.15292,0.91715,4.0298,79.75,-0.2743,0.0121,0.2864,1342.8138,0.18252,-424.273654,-424.264235,-424.263291,-424.309374,33.946,-2016.6984643441,-2029.4519572601,-2041.306857288,-1876.2312022031
96056,gdb_96057,OC1CCCC1OC=O,2.84558,1.16062,0.93979,3.7888,72.32,-0.2701,0.0065,0.2765,1273.1845,0.159427,-460.199237,-460.190294,-460.18935,-460.234302,32.455,-1833.6678942421,-1844.942348445,-1855.611256463,-1705.904551806
96060,gdb_96061,OC1COCC1CC=O,3.14642,0.99071,0.84302,4.0217,72.19,-0.25,-0.0226,0.2274,1368.8541,0.157833,-460.166782,-460.157369,-460.156425,-460.20248,33.004,-1813.3020896471,-1824.28161462,-1834.950522638,-1685.935960408
96076,gdb_96077,CC1COCC2(C)CN12,2.45859,1.58095,1.13735,1.1757,82.11,-0.2165,0.0795,0.296,1168.2046,0.194691,-404.328108,-404.319278,-404.318334,-404.361032,34.72,-2038.5979009351,-2052.609549396,-2065.057445429,-1889.6385594971
96089,gdb_96090,CC1CC2(CC2)OCO1,2.98956,1.32593,1.05596,1.72,78.85,-0.2492,0.0885,0.3377,1208.3536,0.183127,-424.224186,-424.21582,-424.214876,-424.256762,33.262,-1985.656849132,-1999.0711090251,-2010.926009053,-1843.2166986951
96092,gdb_96093,CC1CCCC2(CC2)O1,2.48692,1.45707,1.06631,1.15,86.04,-0.2373,0.0859,0.3232,1235.7011,0.206638,-388.301451,-388.292745,-388.291801,-388.334262,35.114,-2170.4745648661,-2185.4532046961,-2198.494096734,-2015.0669409441
96104,gdb_96105,OC1COCC2(CN2)C1,2.74591,1.32978,1.01856,1.5589,75.03,-0.2409,0.064,0.3049,1197.9456,0.172597,-440.258051,-440.249793,-440.248849,-440.290608,32.575,-1858.3032700731,-1870.8961206851,-1882.158024708,-1722.2285709321
96111,gdb_96112,CC12NC1COCC2O,2.24243,1.75411,1.23012,2.5871,74.09,-0.2417,0.0651,0.3069,1078.3051,0.172417,-440.265001,-440.256618,-440.255673,-440.297533,33.053,-1862.664457623,-1875.17886961,-1886.440146124,-1726.574070757
96127,gdb_96128,CC1OCCN2CC12C,2.10871,1.8503,1.24698,0.4949,82.05,-0.2173,0.0855,0.3028,1114.2537,0.1947,-404.332251,-404.323428,-404.322484,-404.36517,34.697,-2041.197670722,-2055.213711746,-2067.661607779,-1892.235191739
96135,gdb_96136,CC1CCOC2CC1C2,2.46872,1.61741,1.227,1.3283,84.51,-0.2364,0.08,0.3164,1128.5184,0.208426,-388.286866,-388.278802,-388.277858,-388.318835,33.352,-2161.322346101,-2176.703846709,-2189.744738747,-2005.386359601
96140,gdb_96141,CC1OCCC2CC1O2,2.52975,1.72643,1.29508,2.2126,77.92,-0.2407,0.0787,0.3193,1064.262,0.184467,-424.216453,-424.20863,-424.207685,-424.248358,31.647,-1980.8043220351,-1994.5593193151,-2006.413591834,-1837.943113059
96153,gdb_96154,CC1CCCC2OC2C1,2.49211,1.38257,0.97527,2.0411,84.66,-0.254,0.0799,0.3338,1279.6404,0.207703,-388.2953,-388.286752,-388.285808,-388.328034,34.283,-2166.6147570071,-2181.6925432591,-2194.733435297,-2011.1588148921
96165,gdb_96166,OC1CCCC2OC2C1,2.5173,1.40169,0.98341,2.9943,77.42,-0.2581,0.0726,0.3306,1220.639,0.184297,-424.220465,-424.212202,-424.211257,-424.252946,33.01,-1983.3218881431,-1996.8007814631,-2008.655053982,-1840.822124351
96172,gdb_96173,CC1CCCC2CCC12,2.13405,1.68782,1.08997,0.1522,91.77,-0.271,0.0793,0.3503,1230.4569,0.232335,-352.373501,-352.365012,-352.364068,-352.406034,34.899,-2352.019821165,-2368.9123634451,-2383.139247493,-2183.322811641
96184,gdb_96185,CC1OCOC2COC12,2.34195,1.92372,1.21593,2.1603,71.32,-0.2523,0.0747,0.327,1045.7139,0.160412,-460.143091,-460.135264,-460.13432,-460.175495,30.018,-1798.4357739281,-1810.410528175,-1821.079436193,-1669.002630043
96198,gdb_96199,CC1COCC=C(C)C1,2.02419,1.49863,0.92454,1.4774,88.22,-0.2304,0.0172,0.2476,1344.5135,0.206104,-388.301986,-388.292554,-388.29161,-388.336018,36.189,-2170.810282181,-2185.333350477,-2198.374242515,-2016.168846748
96202,gdb_96203,CC1COCC=C1C#C,2.71916,1.35816,0.95387,0.8004,86.83,-0.2299,-0.019,0.2108,1233.1801,0.158759,-385.869771,-385.860964,-385.86002,-385.903048,33.669,-1900.2767195741,-1911.6377700191,-1922.306678037,-1771.90343839
96211,gdb_96212,OC1COCC=C1C#N,2.8408,1.38406,0.97512,2.8233,73.53,-0.2741,-0.0502,0.2239,1150.77,0.125014,-437.898687,-437.890523,-437.889579,-437.931544,30.247,-1633.4843656251,-1642.581991107,-1651.47191111,-1524.339842728
96228,gdb_96229,OC1CCNC=CC1=O,2.33478,1.73331,1.23567,1.7871,74.94,-0.237,-0.0587,0.1783,1040.416,0.149519,-439.089581,-439.08136,-439.080416,-439.122466,31.412,-1752.9294487571,-1763.768411714,-1773.844323727,-1630.43153434
96238,gdb_96239,CC1OCCC=CC1C,2.21299,1.55974,1.1057,0.8531,87.63,-0.2328,0.0222,0.255,1218.162,0.206573,-388.301489,-388.292225,-388.29128,-388.335137,35.97,-2170.4984102081,-2185.126900016,-2198.167164545,-2015.616011319
96245,gdb_96246,CC1OCCC=CC=C1,2.4591,1.55014,1.08808,1.0387,88.23,-0.2185,-0.0138,0.2047,1181.7095,0.183694,-387.093341,-387.084857,-387.083913,-387.126169,33.416,-2040.2262867901,-2053.56712813,-2065.422028158,-1898.200292293
96259,gdb_96260,OC1CCCC=CCC1,2.23767,1.42709,0.97902,1.2729,86.91,-0.2373,0.0205,0.2578,1275.2226,0.20812,-388.30018,-388.291397,-388.290452,-388.333091,35.308,-2169.6770009271,-2184.6073225641,-2197.647587093,-2014.332127905
96268,gdb_96269,CC1CCCCC(=O)C1,2.06476,1.45684,0.96409,2.9167,85.51,-0.2333,-0.0085,0.2248,1309.3803,0.207124,-388.335882,-388.326766,-388.325822,-388.36984,35.309,-2192.0803272451,-2206.8016883851,-2219.842580423,-2037.3924561461
96271,gdb_96272,CC1CCCNC(=O)C1,2.05011,1.52737,0.95419,3.8244,82.7,-0.234,0.0362,0.2702,1285.5536,0.196461,-404.406505,-404.39752,-404.396576,-404.440156,34.748,-2087.792724008,-2101.707108574,-2114.155004607,-1939.2895816131
96280,gdb_96281,CC1CCOCC(=N)O1,2.07197,1.70148,1.01317,3.6231,77.36,-0.2544,0.0224,0.2768,1201.2139,0.171889,-440.29189,-440.283209,-440.282265,-440.325351,32.979,-1879.5375471241,-1891.864961429,-1903.126865452,-1744.0301161191
96299,gdb_96300,CN1CCCOC(=O)C1,2.16385,1.72624,1.16032,4.1224,75.03,-0.2149,0.0104,0.2253,1112.5753,0.172262,-440.307794,-440.299207,-440.298262,-440.341043,32.57,-1889.51745026,-1901.9038504111,-1913.165126925,-1753.876987347
96300,gdb_96301,CN1CCNCC(=O)C1,2.17193,1.5384,1.00854,2.9121,80.35,-0.2148,-0.0162,0.1986,1227.1608,0.184066,-420.404382,-420.395481,-420.394537,-420.43813,33.821,-1937.856351057,-1950.9342661261,-1962.789166154,-1795.791451002
96314,gdb_96315,CC1CCCCC(C)=C1,1.97368,1.44804,0.91073,0.3465,95.63,-0.2225,0.0298,0.2522,1404.579,0.230215,-352.38569,-352.376118,-352.375174,-352.41953,37.683,-2359.6685283661,-2375.8814783991,-2390.108362447,-2191.7916731051
96325,gdb_96326,CC1CCCCC(C)C1,1.88575,1.4043,0.88237,0.131,95.66,-0.2937,0.0803,0.374,1461.6317,0.254199,-353.586119,-353.576207,-353.575262,-353.620307,39.071,-2485.096909813,-2502.8736122741,-2518.285860823,-2304.0674659121
96339,gdb_96340,CC1(C)COCCC1O,2.12736,1.61242,1.18972,1.8331,81.12,-0.2472,0.0729,0.3201,1162.6475,0.205778,-425.440982,-425.43149,-425.430546,-425.474229,37.388,-2121.3556703821,-2135.840460629,-2148.881352667,-1965.965616712
96347,gdb_96348,CC1CCCOC1(C)C,2.01943,1.64264,1.17941,1.1653,88.18,-0.2392,0.0785,0.3176,1216.2864,0.229046,-389.517427,-389.507689,-389.506745,-389.550898,38.855,-2305.658828736,-2321.7669847661,-2335.993868814,-2137.2943989821
96357,gdb_96358,CC1OCOCC1(C)O,2.14119,1.70325,1.23164,1.2749,74.0,-0.2477,0.067,0.3146,1106.5106,0.181846,-461.370819,-461.361589,-461.360645,-461.403922,35.826,-1940.9945235661,-1953.865988174,-1965.720888202,-1798.6290467
96362,gdb_96363,CC1CCOCC11CN1,2.28118,1.66266,1.11083,2.4614,81.52,-0.2373,0.0709,0.3082,1161.8752,0.196354,-404.332888,-404.324461,-404.323517,-404.365527,33.661,-2041.5973939551,-2055.861928543,-2068.309824576,-1892.459212452
96376,gdb_96377,OC1CCCCC11CO1,2.24798,1.62346,1.25334,1.7962,77.4,-0.2503,0.0594,0.3096,1104.0721,0.183724,-424.2259,-424.217384,-424.21644,-424.258641,33.557,-1986.7323995581,-2000.0525331011,-2011.907433129,-1844.3957881061
96381,gdb_96382,OC1COCCC11CC1,2.3988,1.58086,1.26142,1.7875,77.74,-0.2447,0.0797,0.3244,1094.2306,0.184331,-424.219614,-424.211404,-424.21046,-424.251953,33.077,-1982.787877984,-1996.300029281,-2008.154929309,-1840.199007914
96394,gdb_96395,CC1COCOC1C#C,2.07427,1.69396,1.20245,1.8048,75.91,-0.2553,0.0304,0.2857,1104.7265,0.159174,-422.992677,-422.984029,-422.983085,-423.025628,33.173,-1840.7254879651,-1852.185684832,-1862.85459285,-1711.891615175
96406,gdb_96407,CN1CCNCC1C#N,2.55913,1.41681,0.96944,4.2315,80.69,-0.2292,0.0268,0.256,1220.4778,0.173487,-399.330603,-399.322048,-399.321104,-399.363572,32.812,-1879.631045965,-1892.037526404,-1903.299430427,-1743.710714038
96411,gdb_96412,OC1CCCCC1C#C,2.00961,1.5977,1.17687,1.5473,83.01,-0.2528,0.0458,0.2986,1159.3456,0.183581,-387.081917,-387.073104,-387.07216,-387.114872,35.026,-2033.057623974,-2046.1920148531,-2058.046914881,-1891.1113231201
96427,gdb_96428,CC1COCCC1C=O,2.30272,1.42816,1.04569,1.4821,78.22,-0.2472,-0.0288,0.2185,1207.1333,0.182586,-424.244322,-424.235209,-424.234265,-424.278844,33.896,-1998.2923703561,-2011.237881026,-2023.092781054,-1857.073352433
96436,gdb_96437,OC1CCCOC1C=O,2.74642,1.38457,1.09651,3.8613,71.8,-0.2512,-0.0228,0.2284,1140.7051,0.159275,-460.173849,-460.165348,-460.164404,-460.207026,32.155,-1817.7366957501,-1829.288508931,-1839.957416949,-1688.788616322
96444,gdb_96445,CC1CCOCC2CN12,2.12224,1.82697,1.2495,1.5964,81.72,-0.219,0.0779,0.2969,1100.0889,0.196447,-404.315828,-404.307672,-404.306728,-404.347877,33.212,-2030.8920904151,-2045.3266799421,-2057.774575975,-1881.383678602
96453,gdb_96454,CC1OCCCC2NC12,2.38415,1.63494,1.11676,2.1776,82.56,-0.2417,0.0687,0.3105,1167.8052,0.19642,-404.333102,-404.324678,-404.323734,-404.36586,33.405,-2041.7316808811,-2055.998097996,-2068.445994029,-1892.668172949
96467,gdb_96468,OC1CCOCC2OC12,2.20576,1.86719,1.29811,2.7225,70.4,-0.2448,0.0564,0.3012,1022.6814,0.160552,-460.13005,-460.122148,-460.121204,-460.162059,31.233,-1790.2524290591,-1802.180120131,-1812.849028149,-1660.571419119
96472,gdb_96473,OC1COCOC2CC12,2.29922,1.91596,1.3506,2.5617,70.57,-0.2498,0.0791,0.3289,996.714,0.161175,-460.140737,-460.133118,-460.132174,-460.172441,30.758,-1796.9586177421,-1809.0638938611,-1819.7328018791,-1667.086217557
96489,gdb_96490,CC1COCCN=CO1,2.6353,1.49906,1.0903,2.3024,76.98,-0.2528,0.0081,0.2609,1156.2425,0.171567,-440.278867,-440.270328,-440.269384,-440.311739,32.697,-1871.3654974171,-1883.782018,-1895.043922023,-1735.488463611
96499,gdb_96500,CC1CCCCOC1=N,2.28691,1.53649,1.0334,3.2191,83.64,-0.2499,0.0349,0.2848,1227.8832,0.196345,-404.377346,-404.368563,-404.367619,-404.410667,34.272,-2069.4951890771,-2083.5363304611,-2095.984226494,-1920.7849687121
96502,gdb_96503,CC1CCOCCC1=O,2.33064,1.51893,1.02619,1.9782,78.59,-0.2366,-0.0111,0.2254,1207.7933,0.183284,-424.252324,-424.243416,-424.242472,-424.28593,33.766,-2003.3136973741,-2016.3878473891,-2028.2427474171,-1861.519881207
96511,gdb_96512,CC1NCCNCC1=O,2.11638,1.59263,1.20112,3.1148,79.16,-0.2111,-0.012,0.1991,1139.218,0.184817,-420.410433,-420.401583,-420.400639,-420.44414,34.155,-1941.653408016,-1954.7633260441,-1966.618226072,-1799.562780092
96524,gdb_96525,CN1CCOCCC1=O,2.45968,1.53172,1.03019,2.8535,76.2,-0.2334,0.0287,0.262,1177.5304,0.172446,-440.316917,-440.308144,-440.307199,-440.350549,32.649,-1895.242214867,-1907.511898344,-1918.773174858,-1759.842087901
96537,gdb_96538,OC1CCOCOC1=O,2.47842,1.62187,1.11413,3.3803,64.44,-0.2654,-0.0023,0.2631,1074.3303,0.136686,-496.122429,-496.114201,-496.113256,-496.155738,30.342,-1649.1369501211,-1659.082340262,-1668.564628761,-1533.386639981
96547,gdb_96548,CC1CCCOCC1O,2.17554,1.4931,1.1564,1.2111,81.71,-0.2395,0.0678,0.3073,1200.4831,0.206923,-425.431212,-425.421926,-425.420982,-425.464672,36.148,-2115.2249074521,-2129.8389645531,-2142.879856591,-1959.9685131991
96554,gdb_96555,CC1COCOCC1O,2.2012,1.55788,1.17013,2.7839,74.18,-0.2481,0.0536,0.3017,1147.2338,0.183223,-461.355718,-461.346651,-461.345707,-461.389328,34.465,-1931.5185101571,-1944.492258732,-1956.34715876,-1789.4711803541
96567,gdb_96568,CC1CCOCOC=N1,2.50864,1.51826,1.10054,1.4537,76.63,-0.2557,0.0021,0.2578,1155.0624,0.172232,-440.284396,-440.275996,-440.275051,-440.317082,32.4,-1874.8349946781,-1887.3387390121,-1898.6000155261,-1738.8412441981
96578,gdb_96579,OC1COCOCC=C1,2.55791,1.43839,1.04524,2.459,73.02,-0.2503,-0.0033,0.2471,1157.2772,0.160017,-460.138329,-460.129977,-460.129032,-460.171001,32.295,-1795.4475760701,-1807.092888092,-1817.761168601,-1666.182604597
96584,gdb_96585,CC1CCCOCCC1,2.13931,1.42358,1.00583,1.0788,88.86,-0.2381,0.0855,0.3236,1317.8225,0.231348,-389.500741,-389.491598,-389.490653,-389.533979,36.511,-2295.1882135621,-2311.6697374471,-2325.895993986,-2126.677574211
96598,gdb_96599,OC1CCCCOCC1,2.20918,1.39325,0.98674,1.3833,81.55,-0.245,0.0738,0.3188,1277.1311,0.207694,-425.423883,-425.414897,-425.413952,-425.457182,35.404,-2110.6258939911,-2125.428203792,-2138.468468321,-1955.2684707891
96609,gdb_96610,CC(=O)C(=NC)N(C)C,1.92435,1.45521,1.01461,2.615,84.44,-0.2169,-0.0276,0.1893,1298.8653,0.178314,-420.414773,-420.403149,-420.402205,-420.45228,39.314,-1944.376797076,-1955.746005138,-1967.600905166,-1804.670703352
96612,gdb_96613,C[NH+]=C(N)C#CC([O-])=O,4.65236,0.60724,0.59174,15.7709,91.79,-0.2015,-0.0767,0.1249,1859.7209,0.10994,-453.917607,-453.906925,-453.905981,-453.95556,34.729,-1496.752664561,-1503.3810421281,-1511.677966126,-1397.183301495
96627,gdb_96628,CN=C(C(=O)NC=N)N,3.61418,0.95266,0.75772,3.5234,77.47,-0.2418,-0.0417,0.2001,1464.2347,0.135489,-451.365045,-451.355135,-451.354191,-451.400309,34.512,-1616.30630675,-1625.195599244,-1634.678515252,-1501.318420045
96632,gdb_96633,CN=C(N)C(C)(O)C#N,2.48306,1.20064,1.05,3.5751,75.15,-0.2577,-0.0108,0.2469,1239.0362,0.144928,-435.278107,-435.267677,-435.266733,-435.313335,37.66,-1710.356100652,-1719.808268719,-1729.884180732,-1588.968249656
96646,gdb_96647,CN=C(N)C1(CO1)C#C,2.38738,1.39364,0.96206,1.8494,77.7,-0.2356,0.0071,0.2427,1233.0563,0.133082,-417.947793,-417.938218,-417.937274,-417.982155,35.269,-1652.027884084,-1661.128647111,-1670.611563119,-1537.090198099
96656,gdb_96657,CC(=NC)OC(=O)C#N,4.01442,0.85205,0.81895,5.1138,71.13,-0.2823,-0.0725,0.2098,1427.3066,0.108949,-453.974342,-453.964452,-453.963508,-454.010562,32.846,-1532.354387676,-1539.479752371,-1547.776676369,-1431.697551513
96661,gdb_96662,CC(=NC)OC(=O)C=O,4.29538,0.80449,0.76913,4.1075,70.35,-0.265,-0.0887,0.1763,1504.1373,0.119516,-475.049065,-475.038908,-475.037964,-475.085679,33.689,-1591.172061264,-1599.0184338,-1607.908353803,-1484.129066008
96674,gdb_96675,CC(=O)COC(=NC)C,3.72511,0.76647,0.6461,2.0992,79.43,-0.243,-0.0112,0.2318,1756.008,0.165614,-440.3097,-440.298158,-440.297214,-440.350142,37.848,-1890.7134824141,-1901.24559347,-1912.507497493,-1759.586691738
96684,gdb_96685,CC(=NC)OCCC#C,4.0922,0.65861,0.57537,1.4983,85.27,-0.2467,0.0312,0.2779,1921.3235,0.166865,-403.123698,-403.112536,-403.111592,-403.161666,38.087,-1910.671406159,-1921.442598144,-1932.704502167,-1778.248181889
96698,gdb_96699,CN=C(C#C)OC(=O)N,2.80686,1.1332,0.92428,1.7593,72.48,-0.2627,-0.0389,0.2238,1280.9293,0.109343,-453.947722,-453.937874,-453.93693,-453.983319,34.211,-1515.650098096,-1522.801818169,-1531.098742167,-1414.602323826
96706,gdb_96707,CC(C)OC(=NC)C#N,2.57907,1.02494,0.82346,3.4365,81.33,-0.2727,-0.0454,0.2273,1464.7621,0.156365,-419.228535,-419.218038,-419.217093,-419.264376,36.671,-1827.8533958481,-1838.152701065,-1848.820981574,-1700.472833902
96712,gdb_96713,CN=C(C=O)NC1CC1,3.48923,0.91524,0.76097,2.781,82.5,-0.2275,-0.0665,0.1609,1505.1526,0.156933,-419.190159,-419.180206,-419.179262,-419.226043,35.086,-1803.772110464,-1814.412780577,-1825.081688595,-1676.418531405
96723,gdb_96724,CN=C(C(=O)N)OC=O,2.49868,1.18759,0.8124,1.5626,66.9,-0.2543,-0.0616,0.1927,1324.8136,0.109758,-491.132907,-491.123067,-491.122123,-491.169105,33.209,-1495.1794994981,-1502.335612134,-1510.632536132,-1394.252834465
96738,gdb_96739,CN=C(CC#N)OC=O,1.92152,1.37531,0.89305,4.2174,69.15,-0.2912,-0.0352,0.256,1273.2611,0.109569,-453.974192,-453.964487,-453.963543,-454.010348,32.076,-1532.260261326,-1539.5017151861,-1547.798639184,-1431.563264587
96749,gdb_96750,CN=C(C=O)NCC#N,4.00521,0.77114,0.65276,1.6693,76.08,-0.2498,-0.0839,0.166,1612.9611,0.12166,-434.07366,-434.063649,-434.062705,-434.110021,33.619,-1582.406388043,-1590.344376893,-1599.234296896,-1475.100466516
96757,gdb_96758,CN=C1C(O)C(C)N1C,2.17317,1.44819,0.97425,2.8713,83.5,-0.2136,0.0352,0.2488,1287.6791,0.180141,-420.393855,-420.382937,-420.381992,-420.430771,37.715,-1931.250563814,-1943.06279323,-1954.917065749,-1791.173612271
96764,gdb_96765,CN=C1C(C)CN1C=O,2.28533,1.39596,0.92096,3.6247,82.27,-0.2468,-0.0216,0.2251,1290.4483,0.158239,-419.228084,-419.218494,-419.21755,-419.262994,33.911,-1827.5703892891,-1838.4388451691,-1849.107753187,-1699.605616464
96776,gdb_96777,CN=C1C(C#N)C2CN12,1.98469,1.84923,1.09231,2.0236,76.47,-0.258,-0.0138,0.2441,1103.1359,0.124083,-396.891054,-396.882756,-396.881812,-396.92425,30.137,-1604.495332352,-1613.508871628,-1622.398791631,-1495.459368512
96786,gdb_96787,CC1=CC(=NC)OC1=O,3.67514,1.15426,0.88797,2.432,80.54,-0.268,-0.0784,0.1896,1282.5172,0.123294,-437.953575,-437.944825,-437.943881,-437.987456,30.904,-1667.927079617,-1676.656984825,-1685.546904828,-1559.425125936
96790,gdb_96791,CN=C1NC(=O)C2CC12,2.93518,1.38793,1.01294,1.3009,77.38,-0.2477,-0.0168,0.2309,1165.3414,0.13716,-418.050157,-418.042042,-418.041098,-418.083432,30.211,-1716.26221536,-1726.279141527,-1735.762057535,-1600.642427092
96809,gdb_96810,CN=C1OC(=O)CC1C,2.1853,1.50229,0.92581,2.5608,75.84,-0.2612,-0.0085,0.2527,1258.042,0.146851,-439.149214,-439.140144,-439.139199,-439.183654,32.451,-1790.349692954,-1800.65590077,-1810.731185274,-1668.827555032
96817,gdb_96818,CN=C1NC(C#N)C1N,3.18099,1.06602,0.89893,3.6843,77.23,-0.2421,0.01,0.2521,1309.7575,0.135609,-414.176551,-414.166839,-414.165895,-414.211742,33.842,-1634.700478067,-1643.714644852,-1653.19756086,-1519.922806877
96827,gdb_96828,CN=C1OC(C)(C)C1N,2.47302,1.22367,1.01746,1.3376,82.3,-0.2372,0.0274,0.2646,1307.6172,0.180408,-420.411086,-420.400434,-420.39949,-420.446738,38.179,-1942.0631713931,-1954.042318203,-1965.897218231,-1801.193048474
96835,gdb_96836,CN=C1CC(=O)C(C)O1,3.23854,1.15309,0.89391,1.4217,75.81,-0.2462,-0.0396,0.2066,1303.0146,0.145464,-439.125903,-439.116432,-439.115488,-439.162079,33.089,-1775.721830655,-1785.776407362,-1795.852319375,-1655.289048357
96843,gdb_96844,CN=C1NC(=N)C(C)O1,3.33139,1.18056,0.91598,0.2453,79.59,-0.2339,0.0096,0.2435,1286.3594,0.147784,-435.306397,-435.297158,-435.296214,-435.341187,33.047,-1728.108330262,-1738.307861548,-1748.383773561,-1606.445630324
96859,gdb_96860,CN=C1CC(C)N1C=O,2.26063,1.42457,0.93942,3.8417,82.16,-0.2457,-0.021,0.2247,1277.4782,0.158117,-419.229955,-419.22048,-419.219536,-419.26456,33.97,-1828.7444586281,-1839.6850780431,-1850.353986061,-1700.5882955581
96865,gdb_96866,CN=C1OC(C)C2OC12,3.04186,1.34874,1.03582,2.8653,75.86,-0.2486,0.0078,0.2565,1185.4897,0.146914,-439.082062,-439.0735,-439.072555,-439.115537,31.484,-1748.2112085861,-1758.836190974,-1768.911475478,-1626.083524479
96871,gdb_96872,CN=C1OC(C)CC1C,2.21494,1.38505,1.02858,2.6643,85.04,-0.2377,0.0344,0.2721,1292.3086,0.193554,-404.382334,-404.372256,-404.371312,-404.418213,36.318,-2072.625203969,-2085.853721198,-2098.301617231,-1925.520151626
96882,gdb_96883,CN=C1CC(O1)C1CN1,3.55039,1.0343,0.91935,1.9167,78.64,-0.2504,0.0247,0.2751,1333.1632,0.159497,-419.173954,-419.165026,-419.164082,-419.208457,32.155,-1793.603327119,-1804.8871939571,-1815.556101975,-1665.383158131
96899,gdb_96900,CN=C1OC2(C)CCC12,3.01782,1.27044,1.06073,2.4692,82.61,-0.2411,0.0322,0.2733,1230.1211,0.169983,-403.141833,-403.132715,-403.131771,-403.176077,33.651,-1922.051281874,-1934.105102255,-1945.367006278,-1787.291214088
